18.209972014  2.36541696568e-38
21.5017707335  2.07707479418e-38
24.3555498225  1.99030658719e-38
27.5880909768  1.82532501751e-38
31.6227766017  1.71132830416e-38
37.3391948061  1.53603662455e-38
42.5467096332  1.50458861493e-38
50.8376617269  1.41118099726e-38
60.0275358048  1.3827580497e-38
68.8064047745  1.26828107778e-38
75.6599377056  1.26942850868e-38
78.4024974306  1.26985906285e-38
80.2858806092  1.21564309444e-38
82.2145063797  9.14312689313e-39
86.2118590704  5.7715320858e-39
88.2828385734  4.73887237089e-39
88.8083105364  4.15486293154e-39
90.4035671034  3.724013881e-39
98.8201163355  3.64632747705e-39
113.272298009  3.49439992023e-39
126.042051687  3.27523905803e-39
141.925964953  3.20782090206e-39
161.719684948  3.0739903774e-39
178.886398103  3.01020431859e-39
200.237950626  4.99010823617e-39
239.257730776  5.10940292386e-39
279.174848197  5.11691668353e-39
321.908140042  5.59361646939e-39
382.361561747  6.11645457259e-39
446.153738108  6.68702868321e-39
517.508545714  7.80752709821e-39
636.9769417  9.52986816027e-39
743.248464437  1.13740612363e-38
846.905691618  1.35720686622e-38
976.541539256  1.65557719473e-38
1011.93971135  1.73039132785e-38
