5.12953177084  1.02570691691e-36
5.44712402117  6.88470147337e-37
5.6099146437  4.72696175821e-37
5.91012805741  2.92936426335e-37
6.3697469604  1.67633239559e-37
6.56260385619  1.2899203092e-37
6.96945362544  8.85779986387e-38
7.62996971075  5.55328855019e-38
8.35498946655  3.72801865757e-38
9.35881036133  2.25891676887e-38
10.8946136872  1.41663060924e-38
11.7552584534  1.14119716085e-38
14.1157981884  7.9311885194e-39
18.8760945376  5.77230402549e-39
25.0563307887  4.60201715721e-39
37.627429116  4.35582027069e-39
56.5292391067  4.67356205951e-39
79.8926160211  5.49159719973e-39
109.506423414  6.60061620959e-39
141.163345577  8.02211437544e-39
196.518835314  1.02084673453e-38
275.720663345  1.34431322245e-38
411.465635407  1.93988965041e-38
559.841578417  2.55417673486e-38
797.834060296  3.6431572083e-38
1077.23576584  4.79662016579e-38
1410.45391394  6.24275313359e-38
1790.90885197  8.12364592284e-38
2057.02463286  9.11074283181e-38
