#     mchi           x            b             tau            c           u,d,s         top            Z             W         Z no prompt   W no prompt
#
 0.10000E+02   0.24692E+00   0.11898E+00   0.15000E+01   0.23557E-02   0.89498E-05   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 0.10000E+02   0.25062E+00   0.11381E+00   0.14928E+01   0.23328E-02   0.81466E-05   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 0.10000E+02   0.25438E+00   0.10872E+00   0.14854E+01   0.23079E-02   0.74004E-05   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 0.10000E+02   0.25819E+00   0.10369E+00   0.14780E+01   0.22812E-02   0.67084E-05   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 0.10000E+02   0.26206E+00   0.98751E-01   0.14704E+01   0.22523E-02   0.60682E-05   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 0.10000E+02   0.26599E+00   0.93896E-01   0.14627E+01   0.22214E-02   0.54769E-05   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 0.10000E+02   0.26998E+00   0.89136E-01   0.14548E+01   0.21883E-02   0.49321E-05   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 0.10000E+02   0.27403E+00   0.84476E-01   0.14469E+01   0.21529E-02   0.44312E-05   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 0.10000E+02   0.27813E+00   0.79924E-01   0.14388E+01   0.21154E-02   0.39716E-05   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 0.10000E+02   0.28230E+00   0.75484E-01   0.14306E+01   0.20757E-02   0.35510E-05   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 0.10000E+02   0.28654E+00   0.71161E-01   0.14223E+01   0.20339E-02   0.31670E-05   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 0.10000E+02   0.29083E+00   0.66962E-01   0.14138E+01   0.19901E-02   0.28171E-05   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 0.10000E+02   0.29519E+00   0.62890E-01   0.14052E+01   0.19443E-02   0.24993E-05   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 0.10000E+02   0.29962E+00   0.58949E-01   0.13965E+01   0.18966E-02   0.22113E-05   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 0.10000E+02   0.30411E+00   0.55144E-01   0.13877E+01   0.18472E-02   0.19509E-05   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 0.10000E+02   0.30867E+00   0.51478E-01   0.13787E+01   0.17962E-02   0.17163E-05   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 0.10000E+02   0.31329E+00   0.47952E-01   0.13697E+01   0.17437E-02   0.15053E-05   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 0.10000E+02   0.31799E+00   0.44569E-01   0.13605E+01   0.16901E-02   0.13163E-05   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 0.10000E+02   0.32276E+00   0.41332E-01   0.13511E+01   0.16353E-02   0.11473E-05   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 0.10000E+02   0.32760E+00   0.38240E-01   0.13417E+01   0.15797E-02   0.99683E-06   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 0.10000E+02   0.33251E+00   0.35295E-01   0.13321E+01   0.15234E-02   0.86317E-06   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 0.10000E+02   0.33749E+00   0.32496E-01   0.13225E+01   0.14666E-02   0.74486E-06   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 0.10000E+02   0.34255E+00   0.29844E-01   0.13126E+01   0.14096E-02   0.64048E-06   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 0.10000E+02   0.34769E+00   0.27336E-01   0.13027E+01   0.13526E-02   0.54870E-06   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 0.10000E+02   0.35290E+00   0.24971E-01   0.12927E+01   0.12958E-02   0.46830E-06   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 0.10000E+02   0.35819E+00   0.22748E-01   0.12825E+01   0.12394E-02   0.39812E-06   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 0.10000E+02   0.36356E+00   0.20663E-01   0.12722E+01   0.11836E-02   0.33710E-06   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 0.10000E+02   0.36901E+00   0.18714E-01   0.12618E+01   0.11287E-02   0.28424E-06   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 0.10000E+02   0.37454E+00   0.16897E-01   0.12513E+01   0.10749E-02   0.23864E-06   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 0.10000E+02   0.38015E+00   0.15209E-01   0.12406E+01   0.10223E-02   0.19947E-06   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 0.10000E+02   0.38585E+00   0.13645E-01   0.12298E+01   0.97104E-03   0.16596E-06   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 0.10000E+02   0.39164E+00   0.12201E-01   0.12189E+01   0.92140E-03   0.13742E-06   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 0.10000E+02   0.39751E+00   0.10872E-01   0.12079E+01   0.87349E-03   0.11323E-06   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 0.10000E+02   0.40347E+00   0.96529E-02   0.11968E+01   0.82742E-03   0.92828E-07   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 0.10000E+02   0.40952E+00   0.85391E-02   0.11855E+01   0.78331E-03   0.75699E-07   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 0.10000E+02   0.41565E+00   0.75249E-02   0.11741E+01   0.74123E-03   0.61394E-07   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 0.10000E+02   0.42189E+00   0.66049E-02   0.11625E+01   0.70127E-03   0.49510E-07   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 0.10000E+02   0.42821E+00   0.57737E-02   0.11509E+01   0.66344E-03   0.39692E-07   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 0.10000E+02   0.43463E+00   0.50256E-02   0.11390E+01   0.62777E-03   0.31627E-07   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 0.10000E+02   0.44114E+00   0.43553E-02   0.11271E+01   0.59425E-03   0.25042E-07   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 0.10000E+02   0.44776E+00   0.37571E-02   0.11150E+01   0.56284E-03   0.19697E-07   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 0.10000E+02   0.45447E+00   0.32258E-02   0.11028E+01   0.53348E-03   0.15387E-07   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 0.10000E+02   0.46128E+00   0.27560E-02   0.10904E+01   0.50608E-03   0.11935E-07   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 0.10000E+02   0.46820E+00   0.23425E-02   0.10778E+01   0.48056E-03   0.91883E-08   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 0.10000E+02   0.47522E+00   0.19806E-02   0.10651E+01   0.45677E-03   0.70194E-08   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 0.10000E+02   0.48234E+00   0.16653E-02   0.10523E+01   0.43459E-03   0.53194E-08   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 0.10000E+02   0.48957E+00   0.13921E-02   0.10392E+01   0.41384E-03   0.39973E-08   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 0.10000E+02   0.49691E+00   0.11567E-02   0.10260E+01   0.39437E-03   0.29774E-08   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 0.10000E+02   0.50436E+00   0.95517E-03   0.10126E+01   0.37600E-03   0.21975E-08   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
