     mchi           x            b             tau            c           u,d,s         top            Z             W         Z no prompt   W no prompt
 0.10000E+02   0.26206E+00   0.28488E+00   0.29340E+00   0.12699E+00   0.27330E-04   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 0.10000E+02   0.26599E+00   0.27743E+00   0.29169E+00   0.12285E+00   0.26591E-04   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 0.10000E+02   0.26998E+00   0.27006E+00   0.28995E+00   0.11875E+00   0.25864E-04   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 0.10000E+02   0.27403E+00   0.26274E+00   0.28816E+00   0.11470E+00   0.25146E-04   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 0.10000E+02   0.27813E+00   0.25550E+00   0.28634E+00   0.11070E+00   0.24433E-04   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 0.10000E+02   0.28230E+00   0.24831E+00   0.28447E+00   0.10674E+00   0.23725E-04   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 0.10000E+02   0.28654E+00   0.24119E+00   0.28256E+00   0.10284E+00   0.23017E-04   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 0.10000E+02   0.29083E+00   0.23412E+00   0.28060E+00   0.99002E-01   0.22310E-04   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 0.10000E+02   0.29519E+00   0.22710E+00   0.27860E+00   0.95218E-01   0.21601E-04   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 0.10000E+02   0.29962E+00   0.22014E+00   0.27655E+00   0.91495E-01   0.20892E-04   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 0.10000E+02   0.30411E+00   0.21324E+00   0.27445E+00   0.87834E-01   0.20180E-04   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 0.10000E+02   0.30867E+00   0.20638E+00   0.27231E+00   0.84239E-01   0.19467E-04   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 0.10000E+02   0.31329E+00   0.19958E+00   0.27011E+00   0.80710E-01   0.18753E-04   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 0.10000E+02   0.31799E+00   0.19283E+00   0.26787E+00   0.77250E-01   0.18038E-04   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
