 Annihilation into bb
     10.0000000      0.52986E+01  -0.74807E+01  -0.29001E+02  -0.37853E+02  -0.21749E+02  -0.46918E+01   0.12336E+02   0.00000E+00   0.00000E+00   0.00000E+00 
     30.0000000      0.62928E+00  -0.14763E+02  -0.35353E+02  -0.32866E+02  -0.13835E+02  -0.22037E+01   0.10168E+02   0.00000E+00   0.00000E+00   0.00000E+00
     50.0000000      0.38732E+00  -0.17293E+02  -0.36485E+02  -0.30930E+02  -0.11942E+02  -0.17453E+01   0.98644E+01   0.00000E+00   0.00000E+00   0.00000E+00
     70.0000000      0.29027E+00  -0.18921E+02  -0.36954E+02  -0.29691E+02  -0.10899E+02  -0.15136E+01   0.96491E+01   0.00000E+00   0.00000E+00   0.00000E+00
     90.0000000      0.22196E+00  -0.20335E+02  -0.37072E+02  -0.28587E+02  -0.10128E+02  -0.13594E+01   0.93194E+01   0.00000E+00   0.00000E+00   0.00000E+00
    100.0000000      0.18384E+00  -0.21628E+02  -0.37252E+02  -0.27606E+02  -0.94103E+01  -0.12129E+01   0.90818E+01   0.00000E+00   0.00000E+00   0.00000E+00
    150.0000000      0.18494E+00  -0.21574E+02  -0.37296E+02  -0.27619E+02  -0.93265E+01  -0.11842E+01   0.92188E+01   0.00000E+00   0.00000E+00   0.00000E+00
    200.0000000      0.14302E+00  -0.23859E+02  -0.37448E+02  -0.25755E+02  -0.80960E+01  -0.95898E+00   0.90538E+01   0.00000E+00   0.00000E+00   0.00000E+00
    250.0000000      0.97942E-01  -0.27754E+02  -0.37290E+02  -0.22505E+02  -0.60900E+01  -0.60046E+00   0.87335E+01   0.00000E+00   0.00000E+00   0.00000E+00
    300.0000000      0.11552E+00  -0.25958E+02  -0.37366E+02  -0.24010E+02  -0.69923E+01  -0.76012E+00   0.90110E+01   0.00000E+00   0.00000E+00   0.00000E+00
    500.0000000      0.89775E-01  -0.28589E+02  -0.36828E+02  -0.21732E+02  -0.57135E+01  -0.55111E+00   0.90014E+01   0.00000E+00   0.00000E+00   0.00000E+00
    700.0000000      0.72685E-01  -0.30684E+02  -0.36083E+02  -0.20011E+02  -0.48429E+01  -0.41901E+00   0.88449E+01   0.00000E+00   0.00000E+00   0.00000E+00
    900.0000000      0.86822E-01  -0.29341E+02  -0.36859E+02  -0.21194E+02  -0.53260E+01  -0.48787E+00   0.93515E+01   0.00000E+00   0.00000E+00   0.00000E+00
   1000.0000000      0.87305E-01  -0.29302E+02  -0.36919E+02  -0.21250E+02  -0.53166E+01  -0.48335E+00   0.93724E+01   0.00000E+00   0.00000E+00   0.00000E+00

 Annihilation into tau tau
     10.0000000      0.37519E+01   0.24481E+01   0.57279E+01   0.68452E+01   0.40104E+01   0.91470E+00   0.12029E+01   0.00000E+00   0.00000E+00   0.00000E+00
     30.0000000      0.23435E+01   0.85467E+00   0.17865E+01   0.18178E+01   0.86739E+00   0.15567E+00   0.99635E+00   0.00000E+00   0.00000E+00   0.00000E+00
     50.0000000      0.44887E+01   0.20902E+01   0.30852E+01   0.23440E+01   0.89189E+00   0.13380E+00   0.12800E+01   0.00000E+00   0.00000E+00   0.00000E+00
     70.0000000      0.41280E+01   0.18719E+01   0.25901E+01   0.18384E+01   0.65392E+00   0.91765E-01   0.12385E+01   0.00000E+00   0.00000E+00   0.00000E+00
     90.0000000      0.40404E+01   0.18096E+01   0.24440E+01   0.16867E+01   0.58213E+00   0.79118E-01   0.12283E+01   0.00000E+00   0.00000E+00   0.00000E+00
    100.0000000      0.39906E+01   0.17795E+01   0.23795E+01   0.16215E+01   0.55161E+00   0.73812E-01   0.12220E+01   0.00000E+00   0.00000E+00   0.00000E+00
    150.0000000      0.38495E+01   0.16768E+01   0.21500E+01   0.13936E+01   0.44901E+00   0.56717E-01   0.12055E+01   0.00000E+00   0.00000E+00   0.00000E+00
    200.0000000      0.34390E+01   0.13959E+01   0.16213E+01   0.94282E+00   0.27232E+00   0.30800E-01   0.11490E+01   0.00000E+00   0.00000E+00   0.00000E+00
    250.0000000      0.35792E+01   0.14969E+01   0.18039E+01   0.10884E+01   0.32510E+00   0.37929E-01   0.11696E+01   0.00000E+00   0.00000E+00   0.00000E+00
    300.0000000      0.32433E+01   0.12530E+01   0.13757E+01   0.74903E+00   0.20224E+00   0.21405E-01   0.11202E+01   0.00000E+00   0.00000E+00   0.00000E+00
    500.0000000      0.32025E+01   0.12249E+01   0.13371E+01   0.72220E+00   0.19334E+00   0.20261E-01   0.11165E+01   0.00000E+00   0.00000E+00   0.00000E+00
    700.0000000      0.29645E+01   0.10465E+01   0.10729E+01   0.54048E+00   0.13586E+00   0.13485E-01   0.10794E+01   0.00000E+00   0.00000E+00   0.00000E+00
    900.0000000      0.29478E+01   0.10423E+01   0.10847E+01   0.55238E+00   0.13947E+00   0.13787E-01   0.10810E+01   0.00000E+00   0.00000E+00   0.00000E+00
   1000.0000000      0.29686E+01   0.10638E+01   0.11279E+01   0.58579E+00   0.15071E+00   0.15163E-01   0.10872E+01   0.00000E+00   0.00000E+00   0.00000E+00

 Annihilation into cc
     10.0000000     -0.92524E+01   0.13314E+01  -0.35509E+01  -0.84622E+01  -0.60778E+01  -0.14793E+01   0.32003E+02   0.14301E-01   0.34835E+00   0.47469E+01
     30.0000000     -0.68059E+00   0.17913E+01  -0.54978E+00  -0.26061E+01  -0.16602E+01  -0.32797E+00   0.21902E+02   0.10308E-01   0.20032E+00   0.48981E+01
     50.0000000     -0.21905E+01   0.33022E+01   0.41512E+01   0.25466E+01   0.76680E+00   0.90925E-01   0.22219E+02   0.11139E-01   0.24476E+00   0.51368E+01
     70.0000000     -0.86780E-01  -0.19828E+00  -0.54578E+01  -0.62801E+01  -0.27183E+01  -0.41439E+00   0.14080E+02   0.51032E-01   0.96570E+00   0.68082E+01
     90.0000000     -0.61059E-01  -0.50854E+01  -0.18865E+02  -0.19154E+02  -0.80227E+01  -0.12136E+01   0.18339E+02   0.85969E-02   0.78718E-01   0.50033E+01
    100.0000000     -0.42692E+01   0.33263E+01   0.42361E+01   0.26291E+01   0.79864E+00   0.95254E-01   0.26562E+02   0.15247E-01   0.30735E+00   0.57096E+01
    150.0000000      0.26232E+00   0.41692E+01   0.63627E+01   0.44443E+01   0.14722E+01   0.18869E+00   0.12547E+02   0.21371E-02  -0.57891E+00   0.35126E+01
    200.0000000      0.15382E-01   0.15870E+01  -0.29904E+01  -0.69863E+01  -0.34994E+01  -0.54607E+00   0.74828E+01   0.73146E-02  -0.67004E-01   0.51973E+01
    250.0000000     -0.66432E-02  -0.29089E+00  -0.66476E+00   0.30805E+01   0.12743E+01   0.12128E+00   0.67786E+01   0.99778E-02   0.12662E+00   0.54029E+01
    300.0000000     -0.27162E-01   0.62963E+00  -0.21239E+01  -0.21817E+01  -0.11000E+01  -0.19436E+00   0.87794E+01   0.22179E-01   0.51182E+00   0.64164E+01
    500.0000000      0.32316E+00   0.43463E+01   0.69953E+01   0.53261E+01   0.19803E+01   0.29714E+00   0.10473E+02   0.83381E-03  -0.11035E+01   0.31258E+01
    700.0000000      0.66451E-02   0.48373E-01  -0.35359E+01  -0.36620E+01   0.71426E+00   0.35219E+00   0.72729E+01   0.11833E-01   0.16904E+00   0.61218E+01
    900.0000000      0.54556E-02   0.21821E+01  -0.12425E+01  -0.40280E+01   0.44767E+00   0.25890E+00   0.56335E+01   0.97167E-01   0.12341E+01   0.82850E+01
   1000.0000000      0.82902E-02  -0.20062E+01  -0.11307E+01   0.22565E+01   0.35926E+01   0.74799E+00   0.13501E+02   0.10133E-01   0.83033E-01   0.60532E+01
  
 Annihilation into uu
     10.0000000      0.84068E-03   0.17619E+01   0.49334E+00  -0.81144E+00  -0.58505E+00  -0.10799E+00   0.18806E+02   0.00000E+00   0.00000E+00   0.00000E+00
