# Bin Boundaries [GeV]  | Central Value Measurement [*10^{-39} cm^2] | Statistical Uncertainty [*10^{-39} cm^2] | Systematic Uncertainty [*10^{-39} cm^2]
0.50 0.60 0.70 0.80 0.90 1.00 1.10 1.20 1.30 1.40 1.50 1.60 1.70 1.80 2.00
1.76 3.83 5.68 7.31 9.20 11.06 12.42 13.89 15.23 16.38 18.20 19.37 20.80 21.92
0.18 0.23 0.26 0.29 0.34 0.41 0.49 0.60 0.74 0.92 1.24 1.62 2.16 2.24
0.49 0.78 0.97 1.17 1.50 1.85 2.16 2.46 2.82 3.17 3.61 4.15 4.49 5.26 

